Origin City,Origin State,Origin ZIP,Destination City,Destination State,Destination ZIP,practical_miles,short_miles,empty_miles,runs,short_runs,practical_min,practical_max,practical_spread,short_min,short_max,confidence,autofill_allowed,source,first_run,last_run
Laredo,TX,,Pasadena,TX,,380.4,337.9,377.3,12.0,1,357.0,385.7,28.7,337.9,337.9,Check ZIP,False,History,2026-01-12,2026-04-28
Camden,SC,,Laredo,TX,,1378.0,1467.7,146.2,12.0,11,1378.0,1378.1,0.1,1405.7,1989.4,High,True,History,2023-07-14,2026-02-07
Laredo,TX,,Kenosha,WI,,1488.7,1446.9,0.0,12.0,11,1405.9,2142.9,737.0,1390.0,2018.6,Check ZIP,False,History,2022-11-25,2025-08-22
Laredo,TX,,Logan,NJ,,1876.5,1821.9,0.0,12.0,12,1876.5,1876.5,0.0,1821.9,1821.9,High,True,History,2021-11-18,2022-09-16
Laredo,TX,,Morris,IL,,1298.9,1285.5,0.0,12.0,12,1298.7,1337.8,39.1,1285.3,1315.0,Check ZIP,False,History,2020-09-07,2026-01-13
Nuevo Laredo,TA,,Salt Lake,UT,,1563.9,1365.6,0.0,12.0,10,1397.8,1578.1,180.3,1365.6,1387.0,Check ZIP,False,History,2022-01-28,2024-09-12
Nuevo Laredo,TA,,Denver,CO,,1088.3,1037.5,0.0,12.0,10,1087.6,1393.6,306.0,1028.4,1352.5,Check ZIP,False,History,2023-09-12,2024-06-17
Moreli,MI,,American Canyon,CA,,1888.3,1776.9,0.0,12.0,6,1886.4,2536.8,650.4,1756.7,1888.3,Check ZIP,False,History,2023-12-14,2024-11-12
Lavergne,TN,,Laredo,TX,,1108.3,1306.7,214.4,12.0,11,1108.2,1448.2,340.0,1074.1,1633.9,Check ZIP,False,History,2024-01-17,2025-11-24
Laredo,TX,,Chillicothe,MO,,1020.2,1002.0,0.0,12.0,11,1020.2,1028.2,8.0,999.9,1008.3,High,True,History,2023-02-16,2026-01-23
Austin,MN,,Laredo,TX,,1292.5,1499.6,242.3,12.0,12,1292.5,1311.5,19.0,1301.0,1616.5,High,True,History,2023-04-07,2023-11-30
Laredo,TX,,Covington,TN,,917.8,884.7,0.0,12.0,11,917.8,923.1,5.3,884.7,888.8,High,True,History,2023-10-14,2025-05-06
Nuevo Laredo,TA,,Houston,TX,,362.1,600.0,0.0,11.0,5,345.8,364.4,18.6,340.8,750.0,High,True,History,2021-03-23,2025-12-28
Laredo,TX,,Springville,UT,,1513.4,1315.7,0.0,11.0,11,1452.1,1513.4,61.3,1315.7,1326.6,Check ZIP,False,History,2021-01-20,2024-02-26
Nuevo Laredo,TA,,Allentown,PA,,1882.0,1842.7,0.0,11.0,10,1882.0,2161.1,279.1,1842.7,2131.1,Check ZIP,False,History,2023-07-19,2024-03-12
Nuevo Laredo,TA,,Indianapolis,IN,,1340.5,1294.1,0.0,11.0,10,943.2,1671.0,727.8,929.3,1333.4,Check ZIP,False,History,2023-12-07,2024-08-12
Laredo,TX,,Forest Park,GA,,1138.9,1123.6,0.0,11.0,11,1134.7,1433.8,299.1,1111.6,1386.8,Check ZIP,False,History,2022-07-09,2026-03-17
Laredo,TX,,Allentown,PA,,1882.0,1842.7,0.0,11.0,10,1882.0,2003.7,121.7,1840.2,3693.0,Check ZIP,False,History,2021-03-05,2026-05-29
Moonachie,NJ,,Laredo,TX,,1976.2,2060.2,124.5,11.0,10,1976.2,1976.2,0.0,2041.1,2181.6,High,True,History,2022-09-29,2023-10-20
Hillsdale,IL,,Laredo,TX,,1298.4,1395.8,142.7,11.0,11,1298.4,1313.3,14.9,1379.9,1644.1,High,True,History,2023-01-17,2025-12-15
Seymour,CT,,Midland,TX,,1965.1,2391.8,560.9,11.0,11,1965.1,1965.1,0.0,2374.5,2391.8,High,True,History,2021-10-26,2022-10-25
Laredo,TX,,Gloucester,NJ,,1890.0,1828.7,0.0,11.0,11,1890.0,1890.0,0.0,1828.7,1828.7,High,True,History,2021-10-22,2022-08-06
Laredo,TX,,Bessemer,NC,,1360.3,1345.3,0.0,11.0,11,1360.3,1360.3,0.0,1345.3,1345.3,High,True,History,2020-12-04,2021-03-31
Oswego,NY,,Houston,TX,,1761.2,2374.4,656.8,11.0,11,1617.6,1761.2,143.6,2220.9,2462.4,Check ZIP,False,History,2023-06-27,2023-11-11
Morton,MS,,Laredo,TX,,822.1,1097.8,336.2,11.0,11,822.1,822.2,0.1,928.7,1412.7,High,True,History,2022-06-08,2025-11-21
Laredo,TX,,Moore,OK,,611.3,606.1,0.0,11.0,7,611.3,611.3,0.0,606.1,606.1,High,True,History,2020-10-06,2021-08-18
Laredo,TX,,Loxley,AL,,834.4,806.8,0.0,11.0,11,832.0,843.7,11.7,800.9,825.1,High,True,History,2022-12-14,2024-10-23
Dodge,KS,,Laredo,TX,,871.0,1207.8,437.6,10.0,10,871.0,871.3,0.3,781.1,1602.7,High,True,History,2023-08-10,2025-06-17
Laredo,TX,,Norcross,GA,,1161.3,1149.4,0.0,10.0,10,1160.5,1797.7,637.2,1123.9,1758.5,Check ZIP,False,History,2022-09-20,2025-01-08
Rantoul,IL,,Laredo,TX,,1276.9,1348.6,126.2,10.0,10,1276.8,1277.0,0.2,1312.8,1573.8,High,True,History,2022-09-16,2026-07-31
Laredo,TX,,Jacksonville,FL,,1215.0,1187.5,0.0,10.0,8,1197.1,1236.8,39.7,1172.6,1212.2,Check ZIP,False,History,2021-03-12,2026-02-03
Hauppauge,NY,,Houston,TX,,1693.6,2022.4,367.4,10.0,10,1693.5,1736.5,43.0,1711.3,2195.1,Check ZIP,False,History,2022-07-20,2024-08-27
Sioux Falls,SD,,Laredo,TX,,1256.1,1392.2,154.4,10.0,9,1256.1,1260.4,4.3,1328.1,1522.7,High,True,History,2023-02-16,2025-11-21
Laredo,TX,,Greensboro,NC,,1486.2,1448.0,0.0,10.0,10,1475.3,1490.9,15.6,1433.9,1458.2,High,True,History,2022-03-09,2023-08-21
Laredo,TX,,South Plainfield,NJ,,1958.2,1908.2,0.0,10.0,9,1958.2,1958.2,0.0,1908.2,1908.2,High,True,History,2021-06-25,2023-12-27
Laredo,TX,,Salt Lake City,UT,,1563.9,1365.6,0.0,10.0,10,1494.9,1846.4,351.5,1365.6,1733.7,Check ZIP,False,History,2022-02-19,2026-02-23
Tuscaloosa,AL,,Eagle Pass,TX,,957.4,1371.8,449.1,10.0,10,957.4,957.4,0.0,1286.5,1622.2,High,True,History,2024-04-16,2025-11-05
Laredo,TX,,Wilmington,CA,,1509.1,1376.2,0.0,10.0,9,1509.1,1509.6,0.5,1375.7,1376.2,High,True,History,2024-06-24,2024-08-16
Laredo,TX,,Tifton,GA,,1140.7,1116.0,0.0,10.0,10,1140.7,1140.7,0.0,1116.0,1116.0,High,True,History,2022-03-23,2023-12-01
New Castle,DE,,Laredo,TX,,1860.9,1975.0,174.9,10.0,10,1860.3,1866.5,6.2,1895.0,2086.5,High,True,History,2023-03-24,2026-03-27
Nacogdoches,TX,,Laredo,TX,,487.2,634.1,187.6,10.0,10,486.9,487.2,0.3,533.5,666.3,High,True,History,2022-05-17,2024-09-04
Nuevo Laredo,TA,,Atlanta,GA,,1140.9,1122.5,0.0,10.0,10,1140.9,1245.2,104.3,1122.5,1231.3,Check ZIP,False,History,2022-08-05,2024-03-08
Guntown,MS,,Laredo,TX,,994.9,1135.3,205.3,10.0,10,994.9,994.9,0.0,1038.6,1135.3,High,True,History,2023-09-19,2023-12-05
Othello,WA,,Laredo,TX,,2160.0,2220.0,186.4,10.0,9,2160.0,2166.3,6.3,2105.6,2331.5,High,True,History,2023-01-03,2025-04-07
Laredo,TX,,Sergeant Bluff,IA,,1169.9,1155.4,0.0,10.0,10,1164.8,1169.9,5.1,1150.2,1155.4,High,True,History,2024-04-19,2024-09-09
Laredo,TX,,Hammond,LA,,661.4,649.3,0.0,9.0,9,661.4,661.4,0.0,649.3,649.3,High,True,History,2023-07-31,2024-01-30
Gainesville,GA,,Laredo,TX,,1196.4,1243.4,66.3,9.0,9,1196.4,1199.2,2.8,1181.6,1608.3,High,True,History,2020-11-17,2026-05-01
Forest,MS,,Laredo,TX,,832.3,1106.2,347.5,9.0,8,832.1,832.3,0.2,861.4,1332.6,High,True,History,2021-07-24,2025-12-16
Pittsburgh,PA,,Laredo,TX,,1654.7,1979.2,399.7,9.0,9,1650.1,1669.4,19.3,1762.6,2024.8,High,True,History,2022-09-01,2024-02-26
York,PA,,Seguin,TX,,1616.9,1951.1,383.7,9.0,9,1616.9,1616.9,0.0,1951.1,2001.0,High,True,History,2021-11-12,2023-07-14
Clinton,NC,,Laredo,TX,,1540.5,1755.2,311.2,9.0,8,1539.1,1540.5,1.4,1634.6,2251.0,High,True,History,2023-01-06,2026-08-22
Nuevo Laredo,TA,,Norcross,GA,,1163.1,1149.4,0.0,9.0,6,1161.3,1467.1,305.8,1147.4,1155.9,Check ZIP,False,History,2023-08-17,2024-08-17
Estherville,IA,,Laredo,TX,,1270.8,1433.2,186.7,9.0,9,1267.0,1295.3,28.3,1372.1,1698.8,Check ZIP,False,History,2023-09-22,2025-08-29
Brookings,OR,,Laredo,TX,,2252.7,2600.5,491.4,9.0,9,2252.7,2252.7,0.0,2319.5,2729.8,High,True,History,2022-08-09,2023-05-05
Saint Albans Town,VT,,Laredo,TX,,2193.8,2557.6,449.0,9.0,9,2193.8,2193.8,0.0,2348.2,2683.1,High,True,History,2023-02-10,2024-03-07
Laredo,TX,,Crest Hill,IL,,1321.5,1311.8,0.0,9.0,9,1321.4,1326.5,5.1,1307.6,1312.0,High,True,History,2024-03-29,2025-05-30
Nuevo Laredo,TA,,Central Islip,NY,,2028.0,1962.2,0.0,9.0,9,2028.0,2133.1,105.1,1962.2,2081.0,Check ZIP,False,History,2022-02-19,2022-09-03
Laredo,TX,,Concord,NC,,1427.1,1388.8,0.0,9.0,9,1427.1,1427.1,0.0,1388.8,1388.8,High,True,History,2022-06-17,2023-09-12
Laredo,TX,,Des Moines,IA,,1121.2,1099.6,0.0,9.0,8,1121.1,1128.4,7.3,1095.4,1107.8,High,True,History,2020-11-20,2026-02-06
Laredo,TX,,Summit,IL,,1345.4,1329.5,0.0,9.0,9,1345.4,1345.9,0.5,1329.5,1329.8,High,True,History,2021-10-09,2025-11-28
Laredo,TX,,Sumner,WA,,2339.7,2198.3,0.0,9.0,9,2334.8,2610.4,275.6,2197.8,2421.0,Check ZIP,False,History,2021-12-23,2023-05-19
Laredo,TX,,Sylacauga,AL,,1053.9,1007.6,0.0,9.0,9,1042.5,1053.9,11.4,1007.6,1007.6,High,True,History,2024-12-06,2025-11-15
Lancaster,PA,,Laredo,TX,,1848.3,1978.2,212.1,9.0,9,1845.7,1849.5,3.8,1813.2,2395.7,High,True,History,2022-04-27,2024-09-26
Wyoming,PA,,Laredo,TX,,1917.3,1996.9,150.2,9.0,9,1915.7,2027.8,112.1,1970.2,2156.7,Check ZIP,False,History,2022-08-24,2026-06-09
Indianapolis,IN,,Nuevo Laredo,TA,,1614.7,1901.4,559.9,9.0,6,1318.6,1615.8,297.2,1628.6,2098.8,Check ZIP,False,History,2024-04-17,2024-06-25
Des Moines,IA,,Laredo,TX,,1128.6,1426.8,328.6,9.0,9,1115.1,1142.2,27.1,1175.6,1538.2,Check ZIP,False,History,2023-02-08,2026-03-17
Swedesboro,NJ,,Laredo,TX,,1876.8,1856.2,33.2,8.0,8,1876.8,1876.8,0.0,1823.3,2050.5,High,True,History,2022-09-14,2023-10-31
Tuscaloosa,AL,,Laredo,TX,,971.3,1236.7,323.4,8.0,8,962.4,971.3,8.9,1128.0,1950.4,High,True,History,2021-11-06,2026-01-08
Myerstown,PA,,Austin,TX,,1602.5,1922.4,360.1,8.0,8,1598.5,1618.7,20.2,1763.3,1930.0,Check ZIP,False,History,2024-09-03,2025-09-08
White Cloud,MI,,Sinton,TX,,1459.5,1825.2,389.8,8.0,8,1459.5,1460.4,0.9,1664.9,1901.1,High,True,History,2025-06-17,2026-02-11
Detroit,MI,,Laredo,TX,,1617.3,1685.5,67.7,8.0,7,1617.1,1624.2,7.1,1564.7,1771.3,High,True,History,2024-02-09,2025-12-19
Laredo,TX,,Quakertown,PA,,1898.4,1856.3,0.0,8.0,8,1897.7,1898.4,0.7,1847.3,1856.3,High,True,History,2022-10-27,2025-03-26
Laredo,TX,,Grand Prairie,TX,,671.3,432.6,0.0,8.0,5,435.7,685.8,250.1,429.5,664.9,Check ZIP,False,History,2021-06-27,2025-09-03
Laredo,TX,,South Windsor,CT,,2099.4,2039.5,0.0,8.0,8,2096.3,2165.0,68.7,2026.1,2112.3,Check ZIP,False,History,2022-10-03,2023-07-12
Laredo,TX,,Carlstadt,NJ,,1976.9,1930.4,0,10,10,1976.7,1979.1,2.4,1912.2,1932.4,High,True,History,2021-05-14,2026-01-20
Laredo,TX,,Bradenton,FL,,1366.9,1318.0,0.0,8.0,8,1366.9,1371.9,5.0,1313.5,1318.0,High,True,History,2020-12-11,2023-08-25
Holland,MI,,Laredo,TX,,1510.4,1613.6,162.1,8.0,8,1510.3,1515.7,5.4,1508.8,1639.4,High,True,History,2021-04-12,2025-07-14
Linden State,NJ,,Dallas,TX,,1547.0,1597.7,72.7,8.0,8,1547.0,1547.0,0.0,1561.0,1603.8,High,True,History,2022-08-19,2024-01-05
Ottumwa,IA,,Laredo,TX,,1135.0,1403.8,306.6,8.0,7,1135.0,1150.2,15.2,1397.4,1674.2,High,True,History,2023-07-01,2026-04-23
Martinsville,VA,,Laredo,TX,,1512.3,1842.7,383.1,8.0,8,1512.3,1512.3,0.0,1632.6,1982.0,High,True,History,2021-03-08,2023-10-12
Jewett,TX,,Laredo,TX,,376.9,502.2,131.2,8.0,8,371.4,376.9,5.5,450.5,586.4,High,True,History,2022-06-17,2025-07-25
Laredo,TX,,Monrovia,MD,,1751.4,1696.4,0.0,8.0,8,1748.9,1804.1,55.2,1692.1,1774.2,Check ZIP,False,History,2022-11-11,2023-04-10
Laredo,TX,,Holland,MI,,1512.0,1461.1,0.0,8.0,7,1509.0,1512.1,3.1,1457.5,1660.0,High,True,History,2022-05-16,2026-02-27
Nuevo Laredo,TA,,Chicago,IL,,1349.0,1335.6,0.0,8.0,8,1349.0,1355.4,6.4,1335.3,1342.1,High,True,History,2025-07-19,2025-09-11
Laredo,TX,,Cocoa,FL,,1352.1,1315.7,0.0,8.0,8,1352.1,1355.7,3.6,1310.0,1315.7,High,True,History,2023-08-08,2023-11-07
Laredo,TX,,Covington,KY,,1375.4,1349.6,0.0,8.0,8,1352.8,1439.3,86.5,1299.3,1400.7,Check ZIP,False,History,2022-06-26,2025-04-04
Laredo,TX,,Nashville,TN,,1094.4,1058.4,0.0,8.0,8,1094.2,1202.7,108.5,1058.4,1168.5,Check ZIP,False,History,2023-06-02,2025-04-26
Laredo,TX,,Hopkins,MN,,1371.6,1350.9,0.0,8.0,8,1371.6,1371.6,0.0,1350.9,1350.9,High,True,History,2021-09-15,2024-06-14
Laredo,TX,,Nuevo Laredo,TA,,13.0,12.9,0.0,8.0,3,13.0,4960.0,4947.0,12.9,4960.0,Check ZIP,False,History,2023-05-10,2025-06-24
Niles,IL,,Laredo,TX,,1362.8,1396.8,80.6,7.0,6,1362.8,1363.2,0.4,1363.7,1544.7,High,True,History,2024-03-08,2026-06-06
Butler,PA,,Laredo,TX,,1681.9,2004.9,386.6,7.0,7,1681.9,1682.2,0.3,1856.0,2032.5,High,True,History,2022-02-01,2022-12-28
Nuevo Laredo,TA,,Monrovia,MD,,1748.9,1696.4,0.0,7.0,7,1748.9,1757.6,8.7,1696.4,1705.1,High,True,History,2022-04-22,2023-06-30
Laredo,TX,,Jonestown,PA,,1831.3,1780.3,0.0,7.0,7,1831.1,1836.8,5.7,1779.9,1780.9,High,True,History,2022-03-05,2025-10-04
Laredo,TX,,Mascoutah,IL,,1087.6,1076.4,0.0,7.0,7,1084.4,1087.7,3.3,1076.4,1077.3,High,True,History,2025-04-01,2026-03-16
Freeport,TX,,Laredo,TX,,402.9,395.6,76.4,7.0,7,402.9,402.9,0.0,389.9,409.5,High,True,History,2022-10-20,2023-07-26
Laredo,TX,,Hebron,KY,,1353.8,1314.7,0.0,7.0,7,1353.8,1353.9,0.1,1307.4,1314.7,High,True,History,2025-02-03,2025-11-24
Batesville,AR,,Laredo,TX,,838.0,1175.1,378.9,7.0,7,838.0,1471.8,633.8,871.8,1915.4,Check ZIP,False,History,2021-07-23,2024-12-23
Green Bay,WI,,Laredo,TX,,1546.9,1644.0,126.8,7.0,7,1546.9,1553.2,6.3,1534.4,1752.1,High,True,History,2023-01-11,2024-05-08
Melbourne,FL,,Laredo,TX,,1370.3,1512.5,180.3,7.0,7,1370.3,1370.3,0.0,1392.7,1513.6,High,True,History,2022-07-18,2023-02-01
Jerome,ID,,Laredo,TX,,1715.1,1860.8,234.7,7.0,7,1715.1,2109.0,393.9,1765.1,2217.6,Check ZIP,False,History,2022-09-20,2024-12-19
Pine Bluff,AR,,Laredo,TX,,755.1,1011.2,342.5,7.0,6,751.0,756.4,5.4,907.2,1229.8,High,True,History,2023-08-03,2024-08-28
Gainesville,TX,,Laredo,TX,,485.7,546.0,60.3,7.0,7,485.7,490.1,4.4,539.6,581.7,High,True,History,2022-10-31,2025-11-21
Nuevo Laredo,TA,,Pueblo,CO,,993.0,928.8,0.0,7.0,6,993.0,1013.0,20.0,923.8,1013.0,High,True,History,2022-05-02,2022-10-03
Burnham,PA,,Eagle Pass,TX,,1804.9,2118.5,397.3,7.0,7,1804.9,1804.9,0.0,2108.6,2118.5,High,True,History,2023-08-16,2024-05-15
Laredo,TX,,La Vista,NE,,1070.2,1057.3,0.0,7.0,7,1070.2,1226.9,156.7,1057.3,1203.3,Check ZIP,False,History,2023-05-27,2025-06-24
Laredo,TX,,Bellingham,MA,,2174.6,2109.5,0.0,7.0,7,2174.6,2174.6,0.0,2109.5,2109.5,High,True,History,2023-03-17,2023-07-20
Lakeland,FL,,Laredo,TX,,1323.2,1491.9,214.9,7.0,7,1323.2,1326.5,3.3,1297.5,1507.6,High,True,History,2022-01-07,2022-06-28
Indianapolis,IN,,Laredo,TX,,1319.7,1478.1,207.6,7.0,7,1318.6,1345.7,27.1,1303.9,1552.5,Check ZIP,False,History,2023-01-18,2026-08-07
Kearny,NJ,,Pasadena,TX,,1609.9,1767.4,207.1,7.0,7,1609.9,1609.9,0.0,1601.3,1983.0,High,True,History,2025-06-06,2025-06-11
Laredo,TX,,Winchester,KY,,1322.4,1281.0,0.0,7.0,7,1321.9,1464.2,142.3,1274.1,1417.5,Check ZIP,False,History,2021-01-05,2026-01-30
Laredo,TX,,Vance,AL,,978.5,949.9,0.0,7.0,7,978.5,978.5,0.0,949.9,949.9,High,True,History,2021-07-10,2024-04-11
Laredo,TX,,Crown Point,IN,,1389.0,1331.6,0.0,7.0,6,1389.0,1389.0,0.0,1331.6,1331.6,High,True,History,2021-01-26,2022-02-09
Myerstown,PA,,San Antonio,TX,,1692.1,1944.2,289.7,7.0,6,1692.1,1693.5,1.4,1857.0,1944.2,High,True,History,2024-09-03,2025-05-23
Nuevo Laredo,TA,,Cape Canaveral,FL,,1375.3,1339.3,0.0,7.0,6,1375.3,1384.0,8.7,1339.3,1339.3,High,True,History,2021-07-21,2022-06-13
Syracuse,UT,,Laredo,TX,,1537.6,1839.3,439.4,7.0,7,1525.8,1537.6,11.8,1418.6,2178.8,High,True,History,2023-04-07,2025-02-26
Portland,OR,,Laredo,TX,,2260.9,2278.7,148.2,7.0,7,2245.0,2332.1,87.1,2132.9,2297.3,Check ZIP,False,History,2022-02-01,2022-12-15
Laredo,TX,,Springfield,MO,,846.2,845.7,0.0,7.0,7,846.0,923.3,77.3,840.4,916.2,Check ZIP,False,History,2023-09-01,2025-12-26
Ashtabula,OH,,Laredo,TX,,1667.5,1839.3,245.0,7.0,7,1667.5,1667.5,0.0,1612.3,2030.4,High,True,History,2021-05-26,2024-01-31
Laredo,TX,,Groveport,OH,,1467.9,1421.3,0.0,7.0,5,1467.9,1467.9,0.0,1420.5,1421.3,High,True,History,2026-05-29,2026-07-31
Laredo,TX,,Roseboro,NC,,1526.1,1513.1,0.0,7.0,7,1526.1,1526.1,0.0,1513.1,1513.1,High,True,History,2023-04-10,2023-07-28
Laredo,TX,,Grandview,WA,,2147.1,2008.9,0.0,7.0,7,2147.1,2147.1,0.0,2008.9,2009.4,High,True,History,2022-12-30,2024-12-14
Hueytown,AL,,Laredo,TX,,1002.6,1138.0,183.8,6.0,6,1002.6,1007.9,5.3,1120.7,1197.8,High,True,History,2023-06-08,2024-04-11
Hattiesburg,MS,,Laredo,TX,,785.3,953.8,210.7,6.0,6,785.3,795.6,10.3,866.3,1135.9,High,True,History,2023-06-17,2024-10-25
Laredo,TX,,Springfield,OH,,1440.0,1392.3,0.0,6.0,5,1428.4,1440.0,11.6,1380.7,1392.3,High,True,History,2021-03-11,2026-04-04
Nuevo Laredo,TA,,Austell,GA,,1441.9,1118.4,0.0,6.0,1,1149.0,1441.9,292.9,1118.4,1118.4,Check ZIP,False,History,2024-05-06,2024-07-10
Carpentersville,IL,,Laredo,TX,,1361.4,1383.8,36.4,6.0,6,1361.3,1361.4,0.1,1375.5,1426.4,High,True,History,2023-05-09,2026-01-09
Edgerton,KS,,Laredo,TX,,935.7,1037.0,162.4,6.0,6,933.0,936.9,3.9,939.1,1643.5,High,True,History,2023-10-20,2026-02-27
Laredo,TX,,Gaffney,SC,,1334.7,1301.8,0.0,6.0,5,1331.8,1337.4,5.6,1292.0,1319.0,High,True,History,2020-10-26,2026-02-03
Laredo,TX,,Saxonburg,PA,,1682.8,1620.3,0.0,6.0,6,1680.6,1684.1,3.5,1620.3,1640.7,High,True,History,2021-01-21,2023-07-11
Laredo,TX,,Rocky Hill,CT,,2085.9,2029.8,0.0,6.0,5,2085.8,2103.9,18.1,2029.8,2038.5,High,True,History,2021-12-15,2026-06-20
Sturtevant,WI,,Laredo,TX,,1411.2,1538.0,142.4,6.0,6,1405.4,1411.2,5.8,1454.3,1804.9,High,True,History,2025-01-21,2025-09-09
Taunton,MA,,Laredo,TX,,2183.8,2348.1,238.0,6.0,6,2183.8,2183.8,0.0,2348.1,2348.1,High,True,History,2026-02-17,2026-03-30
Nuevo Laredo,TA,,Breinigsville,PA,,1883.8,1846.7,0.0,6.0,6,1879.5,2327.5,448.0,1846.7,2079.2,Check ZIP,False,History,2023-07-27,2023-09-27
Laredo,TX,,Cranbury,NJ,,1952.7,1893.9,0.0,6.0,6,1936.7,1952.7,16.0,1880.6,1893.9,High,True,History,2022-07-15,2026-07-10
Totowa,NJ,,Laredo,TX,,1969.7,1997.8,71.4,6.0,6,1969.7,1969.7,0.0,1980.6,2127.8,High,True,History,2022-05-31,2023-08-22
Laredo,TX,,Wisconsin Rapids,WI,,1486.2,1459.8,0.0,6.0,6,1486.2,1486.2,0.0,1459.8,1459.8,High,True,History,2023-06-23,2023-07-24
Laredo,TX,,Tucker,GA,,1155.4,1143.7,0.0,6.0,6,1155.4,1155.4,0.0,1143.7,1143.7,High,True,History,2021-11-22,2023-07-14
Laredo,TX,,Conley,GA,,1138.9,1127.8,0.0,6.0,5,1137.4,1138.9,1.5,1111.6,1127.8,High,True,History,2021-05-02,2026-08-19
Mckees Rocks,PA,,Eagle Pass,TX,,1642.4,2137.6,539.2,6.0,6,1642.4,1642.4,0.0,2137.6,2137.6,High,True,History,2023-09-26,2024-01-16
Nuevo Laredo,TA,,Taylor,MI,,1616.1,1572.6,0.0,6.0,6,1611.0,1616.1,5.1,1569.4,1694.8,High,True,History,2024-11-18,2025-02-07
Reading,PA,,Laredo,TX,,1865.3,1921.2,110.0,6.0,6,1865.3,1871.5,6.2,1857.0,1949.7,High,True,History,2021-01-19,2026-06-12
Laredo,TX,,Jessup,MD,,1781.2,1728.3,0.0,6.0,5,1781.2,1781.2,0.0,1728.3,1728.3,High,True,History,2021-11-11,2023-11-08
Lumber Bridge,NC,,Laredo,TX,,1496.1,1599.6,140.0,6.0,6,1496.1,1496.1,0.0,1518.2,1843.3,High,True,History,2020-09-05,2023-08-04
Lubbock,TX,,Laredo,TX,,537.5,788.3,304.8,6.0,6,537.5,549.8,12.3,780.7,879.2,High,True,History,2025-03-22,2025-08-10
Hazlehurst,MS,,San Antonio,TX,,605.3,1145.2,574.4,6.0,6,605.2,605.3,0.1,1045.4,1421.3,High,True,History,2025-05-13,2025-07-11
Columbus Junction,IA,,Pharr,TX,,1291.4,1586.7,322.8,6.0,6,1291.4,1291.4,0.0,1479.9,1639.9,High,True,History,2025-05-19,2025-09-02
Apodaca,N.,,Austell,GA,,1216.8,,0.0,6.0,0,1141.4,1292.1,150.7,,,Check ZIP,False,History,2024-08-12,2025-02-13
Vineland,NJ,,Tyler,TX,,1431.1,1551.3,164.2,6.0,6,1431.1,1431.1,0.0,1431.8,1917.5,High,True,History,2023-03-13,2023-07-31
Laredo,TX,,Boardman,OR,,2160.9,1969.2,0.0,6.0,6,2160.9,2160.9,0.0,1969.2,1969.2,High,True,History,2022-11-15,2022-11-28
Laredo,TX,,Burleson,TX,,407.1,406.6,0.0,6.0,6,407.0,407.1,0.1,402.0,406.6,High,True,History,2023-12-02,2024-12-17
Pennsyvania,PA,,Pesqueria,N.,,1792.7,1847.0,268.6,6.0,4,1641.7,1799.3,157.6,1702.7,2024.0,Check ZIP,False,History,2025-06-27,2025-08-19
Madison,NE,,Laredo,TX,,1095.2,1388.2,432.7,6.0,5,1089.8,1095.2,5.4,1188.4,1626.3,High,True,History,2023-11-04,2025-12-19
Laredo,TX,,Brooks,OR,,2423.9,2158.2,0.0,6.0,6,2423.9,2423.9,0.0,2158.2,2158.2,High,True,History,2023-01-21,2023-03-31
Laredo,TX,,Bloomfield,CT,,2097.7,2027.3,0.0,6.0,6,2097.7,2097.7,0.0,2027.3,2027.3,High,True,History,2021-05-17,2023-06-16
Laredo,TX,,Omaha,NE,,1071.8,1059.6,0.0,6.0,6,1066.3,1071.8,5.5,1054.7,1059.6,High,True,History,2024-10-04,2025-01-08
Laredo,TX,,Ochelata,OK,,720.0,714.7,0.0,6.0,6,720.0,720.0,0.0,714.7,714.7,High,True,History,2023-09-06,2025-06-23
Laredo,TX,,Pendleton,IN,,1357.9,1304.4,0.0,6.0,6,1357.9,1357.9,0.0,1304.4,1304.4,High,True,History,2023-05-17,2024-03-05
Nuevo Laredo,TA,,Port Isabel,TX,,220.4,500.0,219.8,6.0,2,220.4,220.4,0.0,500.0,500.0,High,True,History,2025-05-06,2025-05-24
Laredo,TX,,La Grande,OR,,2002.1,1875.8,0.0,6.0,6,2002.1,2002.1,0.0,1875.8,1875.8,High,True,History,2023-03-13,2023-03-27
Pocahontas,AR,,Laredo,TX,,891.6,1152.1,303.1,6.0,6,891.6,891.6,0.0,1014.7,1312.7,High,True,History,2022-11-11,2023-12-04
Laredo,TX,,Mcdonough,GA,,1156.2,1128.4,0.0,6.0,6,1151.5,1159.0,7.5,1119.4,1133.8,High,True,History,2022-09-16,2026-04-03
Laredo,TX,,Louisville,KY,,1264.8,1226.4,0.0,6.0,6,1260.4,1267.0,6.6,1219.5,1226.5,High,True,History,2024-02-10,2024-06-14
Nuevo Laredo,TA,,Salt Lake City,UT,,1503.1,1382.0,0.0,6.0,5,1498.2,2415.0,916.8,1372.2,1644.0,Check ZIP,False,History,2021-12-29,2024-10-17
Nuevo Laredo,TA,,New London,WI,,1524.7,1509.4,0.0,6.0,6,1523.5,1525.9,2.4,1503.8,1514.9,High,True,History,2023-08-07,2025-01-14
Laredo,TX,,Columbia,SC,,1354.2,1324.7,0.0,6.0,6,1354.2,1354.2,0.0,1324.7,1324.7,High,True,History,2022-03-16,2023-11-18
